"Quality","N","Mean_Error","MAE","RMSE"
3,2,-1.83949799770488,1.83949799770488,1.84394345816467
4,11,-1.19477262501588,1.19477262501588,1.23656856195893
5,115,-0.324437653687285,0.346973469257802,0.452564598094018
6,107,0.176184106677191,0.408190308831283,0.485981809229105
7,33,0.775141626624171,0.775141626624171,0.82134352353384
8,3,1.56846506023467,1.56846506023467,1.57444088972645
