"Quality","N","Mean_Error","MAE","RMSE"
3,2,-2.38352551924709,2.38352551924709,2.39708944621028
4,11,-1.46436840645469,1.46436840645469,1.53473195897615
5,115,-0.344833075279868,0.376847576986313,0.48182406830383
6,107,0.320351229512606,0.453773496209835,0.539387200438264
7,33,0.850747109126671,0.850747109126671,0.920748730951101
8,3,1.77696652826101,1.77696652826101,1.78341676028365
